antibody,source,reactivity,WT RBD ELISA,BA.5 RBD ELISA,XBB.1.5 RBD ELISA,JN.1 RBD ELISA,VH gene,DH gene,JH gene,H isotype,VL gene,JL gene,VH SHM (nt),VL SHM (nt),VH SHM ratio,VL SHM ratio,D614G,BA.1,BA.2,BA.5,XBB.1.5,HK.3.1,BA.2.86,JN.1,JN.1+F456L,KP.2,JN.1+F456L+A475V,KP.3,KP.3+A475V,epitope group
BD57-2002,BA.1 BTI + BA.5/BF.7 infection,specific,0.082,2.66,N.D.,N.D.,IGHV2-70,IGHD1-26,IGHJ4,IGHG1,IGLV3-25,IGLJ2,11.0,12.0,0.03,0.0369,inf,0.0021,0.0005,0.0012,0.0265,inf,inf,inf,N.D.,N.D.,N.D.,inf,N.D.,D3
BD57-2003,BA.1 BTI + BA.5/BF.7 infection,specific,0.35,4.54,N.D.,N.D.,IGHV2-70,IGHD1-26,IGHJ4,IGHG1,IGLV3-25,IGLJ2,7.0,7.0,0.0191,0.0215,inf,0.0031,0.0008,0.0027,0.0513,0.0606,0.0334,0.0283,N.D.,N.D.,N.D.,0.0289,N.D.,D3
BD57-2004,BA.1 BTI + BA.5/BF.7 infection,specific,0.071,4.08,N.D.,N.D.,IGHV2-70,IGHD1-26,IGHJ4,IGHG1,IGLV3-25,IGLJ2,1.0,4.0,0.0027,0.0123,inf,0.0005,0.0005,0.0005,0.0183,0.9466,0.6587,1.438,N.D.,N.D.,N.D.,1.348,N.D.,D3
BD57-2005,BA.1 BTI + BA.5/BF.7 infection,specific,0.052,1.85,N.D.,N.D.,IGHV2-70,IGHD6-13,IGHJ4,IGHA1,IGLV3-25,IGLJ2,5.0,11.0,0.0136,0.0335,inf,0.0005,0.0005,0.0005,0.0055,0.0065,1.1,3.595,N.D.,N.D.,N.D.,1.798,N.D.,D3
BD57-2007,BA.1 BTI + BA.5/BF.7 infection,specific,0.47,4.55,N.D.,N.D.,IGHV2-70,N.D.,IGHJ6,IGHG1,IGLV3-25,IGLJ2,13.0,16.0,0.0355,0.0492,inf,0.0006,0.001,0.0008,0.002,0.0019,inf,inf,N.D.,N.D.,N.D.,inf,N.D.,D3
BD57-2008,BA.2 BTI + BA.5/BF.7 infection,specific,0.079,3.12,N.D.,N.D.,IGHV2-70,IGHD6-6,IGHJ6,IGHG3,IGLV3-25,IGLJ2,14.0,13.0,0.0383,0.04,inf,0.0013,0.0005,0.0007,0.0171,0.7338,inf,inf,N.D.,N.D.,N.D.,inf,N.D.,D3
BD57-2009,BA.1 BTI + BA.5/BF.7 infection,specific,0.84,1.31,N.D.,N.D.,IGHV2-70,IGHD4-17,IGHJ6,IGHG3,IGLV3-25,IGLJ3,6.0,6.0,0.0164,0.0185,inf,0.0045,0.0066,0.0053,0.034,inf,inf,inf,N.D.,N.D.,N.D.,inf,N.D.,D3
BD57-2010,BA.2 BTI + BA.5/BF.7 infection,specific,0.26,2.73,N.D.,N.D.,IGHV2-70,IGHD1-26,IGHJ6,IGHG1,IGLV3-25,IGLJ2,14.0,14.0,0.0383,0.0431,inf,0.0014,0.0005,0.0013,0.0062,0.0082,3.5339,5.9222,N.D.,N.D.,N.D.,4.1005,N.D.,D3
BD57-2011,BA.1 BTI + BA.5/BF.7 infection,specific,0.18,3.75,N.D.,N.D.,IGHV2-70,IGHD2-21,IGHJ6,IGHG1,IGLV3-25,IGLJ3,11.0,13.0,0.0301,0.0396,inf,0.0008,0.0009,0.0012,0.0025,0.0099,0.06748,0.0658,N.D.,N.D.,N.D.,0.04353,N.D.,D3
BD57-2012,BA.1 BTI + BA.5/BF.7 infection,specific,0.088,3.8,N.D.,N.D.,IGHV2-70,IGHD4-17,IGHJ6,IGHG3,IGLV3-25,IGLJ3,8.0,3.0,0.0219,0.0091,inf,0.0055,0.0192,0.0032,0.0016,0.001,0.1853,0.5119,N.D.,N.D.,N.D.,0.4169,N.D.,D3
BD57-2013,BA.1 BTI + BA.5/BF.7 infection,specific,0.31,4.51,N.D.,N.D.,IGHV3-7,IGHD6-19,IGHJ6,IGHG1,IGLV3-25,IGLJ1,18.0,9.0,0.048,0.0274,inf,0.0017,0.001,0.0007,0.0014,0.0034,0.01875,0.03732,N.D.,N.D.,N.D.,0.0315,N.D.,D3
BD57-2015,BA.1 BTI + BA.5/BF.7 infection,specific,0.066,3.89,N.D.,N.D.,IGHV3-21,IGHD3-22,IGHJ4,IGHG1,IGLV3-25,IGLJ2,8.0,6.0,0.022,0.0183,inf,0.0005,0.0005,0.0005,0.0152,0.007,inf,inf,N.D.,N.D.,N.D.,inf,N.D.,D3
BD57-2016,BA.1 BTI + BA.5/BF.7 infection,specific,0.078,4.63,N.D.,N.D.,IGHV2-70,IGHD6-13,IGHJ4,IGHA1,IGLV3-25,IGLJ2,10.0,13.0,0.0272,0.04,inf,0.0006,0.0005,0.0005,0.0304,0.1049,0.04883,0.05297,N.D.,N.D.,N.D.,0.05804,N.D.,D3
BD57-2017,BA.1 BTI + BA.5/BF.7 infection,specific,0.048,4.82,N.D.,N.D.,IGHV2-70,IGHD3-22,IGHJ6,IGHG1,IGLV3-25,IGLJ2,15.0,7.0,0.04,0.0214,inf,0.0008,0.0011,0.0016,0.0038,inf,0.9612,1.2316,N.D.,N.D.,N.D.,0.7541,N.D.,D3
BD57-2019,BA.1 BTI + BA.5/BF.7 infection,specific,0.29,4.78,N.D.,N.D.,IGHV3-43,IGHD3-22,IGHJ4,IGHG1,IGLV3-25,IGLJ2,16.0,17.0,0.0436,0.0518,inf,0.0005,0.0005,0.0011,0.0268,0.0828,5.817,3.731,N.D.,N.D.,N.D.,4.866,N.D.,D3
BD57-2022,BA.1 BTI + BA.5/BF.7 infection,specific,0.16,5.96,N.D.,N.D.,IGHV4-39,IGHD6-19,IGHJ4,IGHG1,IGLV3-25,IGLJ2,25.0,13.0,0.0681,0.04,inf,0.0005,0.0005,0.0009,0.0019,0.0028,0.0022,0.0082,N.D.,N.D.,N.D.,inf,N.D.,D3
BD57-2023,BA.1 BTI + BA.5/BF.7 infection,specific,0.048,3.8,N.D.,N.D.,IGHV2-70,IGHD3-22,IGHJ5,IGHG1,IGLV3-25,IGLJ2,14.0,13.0,0.0378,0.0398,inf,0.0005,0.0005,0.0007,0.0472,0.0624,2.0348,2.0013,N.D.,N.D.,N.D.,1.9341,N.D.,D3
BD57-2028,BA.1 BTI + BA.5/BF.7 infection,specific,0.29,3.15,N.D.,N.D.,IGHV2-70,IGHD1-26,IGHJ4,IGHG1,IGLV3-25,IGLJ2,8.0,15.0,0.0218,0.046,inf,0.0005,0.0005,0.0007,0.0176,0.0217,0.283,0.3942,N.D.,N.D.,N.D.,0.3736,N.D.,D3
BD57-2030,BA.1 BTI + BA.5/BF.7 infection,specific,0.13,1.93,N.D.,N.D.,IGHV3-15,IGHD3-22,IGHJ4,IGHA1,IGLV3-1,IGLJ1,10.0,10.0,0.0262,0.0308,inf,0.0009,0.0005,0.0017,0.0042,0.0071,inf,inf,N.D.,N.D.,N.D.,inf,N.D.,B
BD57-2031,BA.1 BTI + BA.5/BF.7 infection,specific,0.41,1.33,N.D.,N.D.,IGHV2-70,IGHD2/OR15-2a,IGHJ6,IGHG3,IGLV3-25,IGLJ3,8.0,13.0,0.0219,0.0404,inf,0.0043,0.0013,0.016,0.0958,0.5018,inf,inf,N.D.,N.D.,N.D.,inf,N.D.,D3
BD57-2032,BA.1 BTI + BA.5/BF.7 infection,specific,0.42,4.3,N.D.,N.D.,IGHV2-70,IGHD1-26,IGHJ4,IGHG1,IGLV3-25,IGLJ2,15.0,14.0,0.0412,0.0431,inf,0.0048,0.0036,0.0049,0.0152,inf,0.411,0.4599,N.D.,N.D.,N.D.,0.3576,N.D.,D3
BD57-2033,BA.1 BTI + BA.5/BF.7 infection,specific,0.081,2.82,N.D.,N.D.,IGHV2-70,IGHD6-13,IGHJ4,IGHG1,IGLV3-25,IGLJ2,5.0,10.0,0.0136,0.0305,inf,0.0013,0.0015,0.0006,0.1198,0.1406,inf,inf,N.D.,N.D.,N.D.,inf,N.D.,D3
BD57-2034,BA.1 BTI + BA.5/BF.7 infection,specific,0.84,4.38,N.D.,N.D.,IGHV3-7,IGHD6-19,IGHJ4,IGHG1,IGLV3-25,IGLJ3,21.0,11.0,0.0572,0.0343,2.37,0.0007,0.0005,0.001,0.0011,0.0025,inf,inf,N.D.,N.D.,N.D.,inf,N.D.,D3
BD57-2039,BA.1 BTI + BA.5/BF.7 infection,specific,0.081,3.69,N.D.,N.D.,IGHV7-4-1,IGHD5-24,IGHJ3,IGHG1,IGLV3-21,IGLJ2,12.0,4.0,0.0335,0.013,inf,0.0007,0.0005,0.0007,0.0011,0.0024,0.0045,0.0049,N.D.,N.D.,N.D.,0.0059,N.D.,F3
BD57-2045,BA.2 BTI + BA.5/BF.7 infection,cross,4.45,1.09,N.D.,N.D.,IGHV3-66,IGHD2-21,IGHJ6,IGHG1,IGLV3-21,IGLJ2,20.0,12.0,0.057,0.0369,0.0091,0.003,0.0006,0.0013,0.048,0.8144,inf,inf,inf,inf,inf,inf,inf,A1
BD57-2047,BA.2 BTI + BA.5/BF.7 infection,specific,0.51,4.61,N.D.,N.D.,IGHV3-43,IGHD4-17,IGHJ4,IGHG1,IGLV3-21,IGLJ2,20.0,9.0,0.0568,0.0279,inf,0.0008,0.0005,0.0005,0.0093,0.0128,0.02075,0.03675,N.D.,N.D.,N.D.,0.089,N.D.,D3
BD57-2050,BA.1 BTI + BA.5/BF.7 infection,specific,0.19,2.72,N.D.,N.D.,IGHV4-31,IGHD4-23,IGHJ5,IGHG1,IGLV3-21,IGLJ1,21.0,4.0,0.0568,0.0123,inf,0.0005,0.0009,0.0012,0.0013,0.0021,0.517,0.5867,N.D.,N.D.,N.D.,1.026,N.D.,D3
BD57-2058,BA.2 BTI + BA.5/BF.7 infection,specific,0.64,4.71,N.D.,N.D.,IGHV4-61,IGHD5-18,IGHJ4,IGHG1,IGLV3-21,IGLJ2,19.0,12.0,0.0526,0.0363,inf,0.0005,0.0005,0.014,0.0136,0.6319,0.086,0.0732,N.D.,N.D.,N.D.,inf,N.D.,B
BD57-2060,BA.2 + BA.5/BF.7 infection,specific,1.15,0.53,0.43,N.D.,IGHV3-48,IGHD6-13,IGHJ6,IGHG3,IGKV1-6,IGKJ1,9.0,2.0,0.0242,0.0062,inf,inf,inf,inf,10.0,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,E3
BD57-2061,BA.2 + BA.5/BF.7 infection,cross,4.5,0.68,4.77,N.D.,IGHV1-69,IGHD3-22,IGHJ4,IGHG1,IGKV1-12,IGKJ5,15.0,7.0,0.0405,0.0217,0.3285,0.2847,0.04127,inf,0.9763,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,E1/E2.1
BD57-2062,BA.2 + BA.5/BF.7 infection,specific,0.37,0.95,0.39,N.D.,IGHV3-53,IGHD3-10,IGHJ6,IGHG1,IGKV1-33,IGKJ2,11.0,11.0,0.0313,0.0338,inf,0.01864,0.00458,0.01416,0.1348,inf,inf,inf,inf,inf,inf,inf,inf,A1
BD57-2063,BA.2 + BA.5/BF.7 infection,specific,0.045,0.35,0.17,N.D.,IGHV5-51,IGHD1-20,IGHJ4,IGHG3,IGKV1-39,IGKJ2,9.0,10.0,0.0251,0.0312,inf,inf,0.0059,0.02511,0.3701,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F3
BD57-2064,BA.2 + BA.5/BF.7 infection,specific,0.047,4.52,4.4,N.D.,IGHV5-51,IGHD1/OR15-1a,IGHJ4,IGHG3,IGKV1-39,IGKJ2,12.0,14.0,0.0335,0.0436,inf,inf,0.00041,0.001632,0.006283,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F3
BD57-2065,BA.2 + BA.5/BF.7 infection,specific,0.13,1.4,0.47,N.D.,IGHV3-53,IGHD1-26,IGHJ3,IGHG1,IGKV1-33,IGKJ1,17.0,10.0,0.0475,0.0313,inf,0.004572,0.00133,0.02145,0.1729,inf,0.01976,1.486,inf,inf,inf,inf,inf,A1
BD57-2067,BA.2 + BA.5/BF.7 infection,cross,4.55,4.91,4.49,N.D.,IGHV3-30,IGHD5-12,IGHJ4,IGHG1,IGKV1-33,IGKJ5,5.0,5.0,0.0135,0.0155,inf,inf,inf,inf,10.0,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,E3
BD57-2068,BA.2 + BA.5/BF.7 infection,specific,4.69,4.45,0.48,N.D.,IGHV3-66,IGHD2/OR15-2a,IGHJ4,IGHG1,IGKV1-33,IGKJ1,12.0,6.0,0.035,0.0185,0.02228,0.002165,0.001164,0.003244,0.03978,0.0702,0.1135,inf,inf,inf,inf,inf,inf,A1
BD57-2069,BA.2 + BA.5/BF.7 infection,specific,4.3,4.62,1.56,N.D.,IGHV3-53,IGHD1-20,IGHJ1,IGHG1,IGKV1-33,IGKJ1,19.0,11.0,0.0554,0.0342,0.0198,0.001816,0.00073,0.001555,0.02783,0.03468,0.03539,inf,inf,inf,inf,inf,inf,A1
BD57-2070,BA.2 + BA.5/BF.7 infection,specific,2.95,4.31,4.4,N.D.,IGHV3-53,IGHD2/OR15-2a,IGHJ4,IGHG1,IGKV1-33,IGKJ1,22.0,11.0,0.063,0.0338,0.01691,0.0007636,0.0008963,0.0009813,0.003204,0.05892,0.0137,0.08855,0.3598,0.5901,inf,inf,inf,A1
BD57-2071,BA.2 + BA.5/BF.7 infection,specific,0.38,4.32,3.06,N.D.,IGHV3-53,IGHD3-22,IGHJ6,IGHA1,IGKV1-33,IGKJ2,8.0,5.0,0.0202,0.0155,inf,0.006516,0.001633,0.004032,0.08139,inf,1.006,inf,inf,inf,inf,inf,inf,A1
BD57-2072,BA.2 + BA.5/BF.7 infection,specific,0.22,3.72,1.47,N.D.,IGHV3-66,IGHD3-10,IGHJ6,IGHG1,IGKV1-33,IGKJ1,19.0,8.0,0.0519,0.0248,inf,0.00432,0.001422,0.003017,0.03501,inf,0.04724,inf,inf,inf,inf,inf,inf,A1
BD57-2073,BA.2 + BA.5/BF.7 infection,cross,4.35,5.94,4.53,N.D.,IGHV3-66,IGHD1-14,IGHJ6,IGHG1,IGKV1-33,IGKJ2,24.0,15.0,0.0696,0.0462,0.01821,0.002375,0.003723,0.002948,0.02024,0.2295,0.02185,0.08765,0.2424,N.D.,inf,inf,inf,A1
BD57-2078,BA.2 + BA.5/BF.7 infection,specific,4.55,4.32,4.58,N.D.,IGHV3-43,IGHD2-15,IGHJ4,IGHG1,IGKV1-39,IGKJ1,13.0,11.0,0.0325,0.0342,inf,0.2184,0.0291,0.09125,0.1,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F1.2
BD57-2080,BA.2 + BA.5/BF.7 infection,specific,0.027,3.17,0.24,N.D.,IGHV1-24,IGHD3-10,IGHJ4,IGHA1,IGKV1-39,IGKJ2,11.0,7.0,0.0307,0.0213,inf,0.002609,0.0009052,0.0011,2.0609,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,D4
BD57-2081,BA.2 + BA.5/BF.7 infection,specific,0.036,4.56,4.51,N.D.,IGHV5-51,IGHD2-2,IGHJ3,IGHG1,IGKV1-39,IGKJ1,11.0,6.0,0.0307,0.0186,inf,8.5462,0.0007359,0.0004282,0.001894,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F3
BD57-2082,BA.2 + BA.5/BF.7 infection,specific,0.1,0.38,3.34,N.D.,IGHV3-9,IGHD3-9,IGHJ4,IGHA1,IGKV1-39,IGKJ4,9.0,11.0,0.0247,0.0348,inf,0.001821,0.001122,0.0268,0.05359,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,A2
BD57-2083,BA.2 + BA.5/BF.7 infection,specific,0.058,4.24,4.49,N.D.,IGHV3-9,IGHD6-19,IGHJ6,IGHA1,IGKV1-39,IGKJ2,8.0,5.0,0.0217,0.0155,inf,0.002902,0.001673,0.01159,0.06005,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F3
BD57-2085,BA.2 + BA.5/BF.7 infection,cross,4.81,5.28,4.57,N.D.,IGHV3-7,IGHD3-10,IGHJ4,IGHG1,IGKV1-5,IGKJ1,17.0,10.0,0.0479,0.0311,inf,inf,inf,inf,10.0,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,E3
BD57-2086,BA.2 + BA.5/BF.7 infection,cross,5.22,3.9,1.34,N.D.,IGHV2-70,IGHD6-13,IGHJ6,IGHG1,IGKV2-28,IGKJ4,18.0,2.0,0.0465,0.0059,0.01349,0.002027,0.00264,0.005249,0.07473,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,A1
BD57-2087,BA.2 + BA.5/BF.7 infection,specific,0.03,4.55,4.9,N.D.,IGHV5-51,IGHD1-14,IGHJ3,IGHG1,IGKV1-39,IGKJ2,10.0,10.0,0.0279,0.0313,inf,inf,0.001,0.0009402,0.004033,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F3
BD57-2088,BA.2 + BA.5/BF.7 infection,specific,3.63,4.62,4.64,N.D.,IGHV1-24,IGHD4-17,IGHJ5,IGHG1,IGKV4-1,IGKJ4,16.0,13.0,0.0436,0.0382,inf,inf,inf,inf,10.0,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F1.2
BD57-2089,BA.2 + BA.5/BF.7 infection,specific,0.034,4.85,0.49,N.D.,IGHV5-51,IGHD4-23,IGHJ4,IGHG1,IGKV2-30,IGKJ4,18.0,14.0,0.0479,0.0415,inf,0.0004014,0.0004394,0.0006881,inf,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,D3
BD57-2090,BA.2 + BA.5/BF.7 infection,specific,1.28,4.34,4.27,N.D.,IGHV1-69,IGHD5-12,IGHJ6,IGHG1,IGKV2-30,IGKJ1,19.0,2.0,0.0491,0.0059,inf,0.0003304,0.0002544,0.0007055,0.09379,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,D4
BD57-2092,BA.2 + BA.5/BF.7 infection,specific,0.077,3.42,4.22,N.D.,IGHV3-30,IGHD2-8,IGHJ4,IGHG1,IGKV3-11,IGKJ4,10.0,5.0,0.0258,0.0155,inf,0.007,0.00221,0.02292,0.02868,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,A2
BD57-2093,BA.2 + BA.5/BF.7 infection,specific,1.21,4.87,5.16,N.D.,IGHV2-5,IGHD3/OR15-3a,IGHJ4,IGHG1,IGKV3-11,IGKJ3,24.0,10.0,0.0638,0.0308,inf,0.00332,0.00232,0.007203,0.01399,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F3
BD57-2094,BA.2 + BA.5/BF.7 infection,cross,4.57,4.22,4.49,N.D.,IGHV1-46,IGHD2-2,IGHJ4,IGHG1,IGKV3-11,IGKJ3,8.0,2.0,0.0218,0.0061,inf,inf,inf,inf,10.0,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,E3
BD57-2095,BA.2 + BA.5/BF.7 infection,cross,4.33,4.54,4.68,N.D.,IGHV3-9,IGHD3-10,IGHJ4,IGHG1,IGKV6-21,IGKJ4,10.0,10.0,0.0275,0.0308,inf,inf,inf,inf,10.0,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,E3
BD57-2097,BA.2 + BA.5/BF.7 infection,specific,3.21,4.6,4.73,N.D.,IGHV4-31,IGHD3-9,IGHJ6,IGHG1,IGKV3-20,IGKJ1,15.0,5.0,0.0403,0.0154,inf,inf,0.222,1.1997,1.2998,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F1.2
BD57-2099,BA.2 + BA.5/BF.7 infection,specific,2.25,4.74,4.96,N.D.,IGHV1-69,IGHD3-10,IGHJ6,IGHG1,IGKV3-20,IGKJ2,27.0,3.0,0.0682,0.0092,inf,inf,0.313,1.2407,10.0,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F1.2
BD57-2101,BA.2 + BA.5/BF.7 infection,cross,4.55,4.84,4.81,N.D.,IGHV3-9,IGHD6-19,IGHJ4,IGHG1,IGKV3-15,IGKJ2,13.0,9.0,0.0351,0.028,inf,inf,inf,inf,10.0,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,E3
BD57-2103,BA.2 + BA.5/BF.7 infection,specific,0.055,4.66,5.09,N.D.,IGHV2-5,IGHD3-3,IGHJ4,IGHG1,IGKV3-15,IGKJ5,7.0,7.0,0.0186,0.0215,inf,0.1132,0.002914,0.00871,0.01561,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F3
BD57-2104,BA.2 + BA.5/BF.7 infection,cross,4.31,4.62,4.24,N.D.,IGHV3-9,IGHD2-2,IGHJ4,IGHG1,IGKV3-15,IGKJ4,11.0,6.0,0.0297,0.0183,inf,inf,inf,inf,10.0,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,E3
BD57-2105,BA.2 + BA.5/BF.7 infection,cross,4.2,4.61,4.63,N.D.,IGHV3-9,IGHD2/OR15-2a,IGHJ1,IGHG1,IGKV3-15,IGKJ4,3.0,4.0,0.0081,0.0122,inf,inf,inf,inf,10.0,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,E3
BD57-2107,BA.2 + BA.5/BF.7 infection,cross,4.33,2.05,3.7,N.D.,IGHV2-5,IGHD3-16,IGHJ4,IGHG1,IGKV3-15,IGKJ2,9.0,7.0,0.0237,0.0217,inf,inf,inf,inf,10.0,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,E3
BD57-2109,BA.2 + BA.5/BF.7 infection,specific,0.075,4.36,4.35,N.D.,IGHV1-69,IGHD5-18,IGHJ4,IGHG1,IGKV3-15,IGKJ1,20.0,7.0,0.0549,0.0217,inf,inf,0.111,0.4613,1.5382,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F1.2
BD57-2111,BA.2 + BA.5/BF.7 infection,specific,0.11,4.65,4.64,N.D.,IGHV1-2,IGHD3-10,IGHJ4,IGHG1,IGKV3-20,IGKJ1,22.0,6.0,0.0604,0.0183,inf,inf,0.088,0.5807,1.3713,N.D.,N.D.,0.3221,N.D.,N.D.,N.D.,N.D.,N.D.,F1.2
BD57-2112,BA.2 + BA.5/BF.7 infection,specific,0.059,4.35,4.63,N.D.,IGHV4-39,IGHD3-9,IGHJ5,IGHG1,IGLV6-57,IGLJ2,13.0,11.0,0.036,0.0332,inf,inf,0.064,0.2295,0.2976,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F1.2
BD57-2113,BA.2 + BA.5/BF.7 infection,specific,0.32,4.7,4.3,N.D.,IGHV4-39,IGHD2/OR15-2a,IGHJ5,IGHG1,IGLV6-57,IGLJ3,20.0,4.0,0.0554,0.0122,inf,inf,0.046,0.3269,0.7607,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F1.2
BD57-2114,BA.2 + BA.5/BF.7 infection,specific,0.049,4.71,4.36,N.D.,IGHV4-38-2,IGHD3-22,IGHJ4,IGHG1,IGLV6-57,IGLJ2,16.0,7.0,0.0458,0.0212,inf,inf,inf,inf,10.0,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F1.2
BD57-2115,BA.2 + BA.5/BF.7 infection,specific,0.13,4.62,4.64,N.D.,IGHV4-31,IGHD2-21,IGHJ5,IGHG1,IGLV6-57,IGLJ3,5.0,5.0,0.0139,0.0151,inf,inf,0.055,0.2479,0.3381,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F1.2
BD57-2116,BA.2 + BA.5/BF.7 infection,specific,0.11,3.95,3.56,N.D.,IGHV4-39,IGHD2-8,IGHJ4,IGHG1,IGLV6-57,IGLJ3,23.0,8.0,0.0637,0.0243,inf,inf,0.2679,1.3648,1.8352,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F1.2
BD57-2117,BA.2 + BA.5/BF.7 infection,specific,4.47,4.38,4.28,N.D.,IGHV1-18,IGHD3-16,IGHJ4,IGHG1,IGLV6-57,IGLJ3,22.0,7.0,0.0595,0.0211,1.1,inf,0.0944,0.2195,0.5698,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F1.2
BD57-2118,BA.2 + BA.5/BF.7 infection,specific,0.036,4.52,4.41,N.D.,IGHV3-15,IGHD3-3,IGHJ4,IGHG1,IGLV6-57,IGLJ3,8.0,8.0,0.0202,0.0241,inf,0.004768,0.001747,0.001344,0.0039,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F3
BD57-2119,BA.2 + BA.5/BF.7 infection,specific,1.05,4.45,2.05,N.D.,IGHV3-15,IGHD2-2,IGHJ4,IGHG1,IGLV6-57,IGLJ2,20.0,17.0,0.0578,0.048,inf,0.002712,0.0004094,0.000831,inf,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,D4
BD57-2120,BA.2 + BA.5/BF.7 infection,specific,1.62,4.45,4.44,N.D.,IGHV4-4,IGHD6-19,IGHJ4,IGHG1,IGLV6-57,IGLJ1,24.0,10.0,0.0659,0.0302,inf,inf,0.1233,0.4849,0.5878,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F1.2
BD57-2121,BA.2 + BA.5/BF.7 infection,specific,2.12,4.72,4.37,N.D.,IGHV4-59,IGHD5-12,IGHJ4,IGHG1,IGLV6-57,IGLJ3,10.0,15.0,0.0282,0.0453,inf,inf,inf,inf,10.0,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F1.2
BD57-2122,BA.2 + BA.5/BF.7 infection,specific,4.32,5.07,1.52,N.D.,IGHV2-5,IGHD2-2,IGHJ4,IGHA1,IGLV1-47,IGLJ3,16.0,14.0,0.0443,0.0419,0.0256,0.000705,0.0002594,0.000387,0.01287,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,D3
BD57-2123,BA.2 + BA.5/BF.7 infection,cross,4.26,3.73,4.24,N.D.,IGHV3-30,IGHD3-10,IGHJ4,IGHG1,IGLV7-46,IGLJ2,10.0,1.0,0.0266,0.003,inf,inf,inf,inf,10.0,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,E3
BD57-2124,BA.2 + BA.5/BF.7 infection,specific,0.22,0.95,0.93,N.D.,IGHV1-69-2,IGHD1-26,IGHJ4,IGHG1,IGLV9-49,IGLJ3,4.0,7.0,0.0111,0.0199,inf,0.00832,0.001228,0.2278,inf,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,B
BD57-2126,BA.2 + BA.5/BF.7 infection,specific,0.039,4.47,0.59,N.D.,IGHV1-69-2,IGHD2-15,IGHJ4,IGHG1,IGLV2-23,IGLJ2,15.0,7.0,0.0412,0.0215,inf,0.0009265,0.0003488,0.0005276,2.216,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,D4
